open,high,low,close,volume,close_time
1905.9,1905.95,1904.25,1904.3,429977,1615690860
1904.3,1904.3,1900.6,1901.3,824386,1615690920
1901.3,1901.3,1895.5,1897.85,3242601,1615690980
1897.85,1900.7,1897.8,1900.45,1758310,1615691040
1900.45,1903.85,1900.2,1903.55,575767,1615691100
1903.55,1909.15,1903.4,1909.15,1251991,1615691160
1909.15,1910.15,1909.15,1909.3,655922,1615691220
1909.3,1913.6,1909.25,1912.65,1843137,1615691280
1912.65,1912.7,1911.2,1912.3,330104,1615691340
1912.3,1912.6,1912.05,1912.05,255738,1615691400
1912.05,1912.05,1911.3,1911.7,371937,1615691460
1911.7,1911.7,1910.65,1911.05,206537,1615691520
1911.05,1911.05,1908.55,1909.8,831654,1615691580
1909.8,1909.85,1908.35,1908.35,601127,1615691640
1908.35,1908.35,1906.75,1907.7,389907,1615691700
1907.7,1907.7,1907.4,1907.4,238097,1615691760
1907.4,1907.45,1905.35,1907.35,327538,1615691820
1907.35,1909.1,1907.35,1908.65,206303,1615691880
1908.65,1909,1905.3,1905.65,119443,1615691940
1905.65,1906.7,1905.3,1906.65,174918,1615692000
1906.65,1906.9,1906.65,1906.9,85387,1615692060
1906.9,1906.9,1906.85,1906.85,33073,1615692120
1906.85,1906.9,1906.65,1906.7,86414,1615692180
1906.7,1907.95,1906.65,1907.95,297600,1615692240
1907.95,1908,1907.95,1907.95,88791,1615692300
1907.95,1908.6,1907.95,1908.6,488679,1615692360
1908.6,1911.2,1908.55,1911.2,386081,1615692420
1911.2,1913.65,1911.15,1913.65,790572,1615692480
1913.65,1913.65,1913.6,1913.65,284062,1615692540
1913.65,1913.65,1912.3,1912.3,300019,1615692600
1912.3,1913.95,1912.3,1913.95,810906,1615692660
1913.95,1913.95,1913.9,1913.95,102904,1615692720
1913.95,1913.95,1913.9,1913.95,48212,1615692780
1913.95,1913.95,1911.15,1911.85,1494139,1615692840
1911.85,1913,1911.85,1913,141101,1615692900
1913,1913,1912.95,1913,605051,1615692960
1913,1913,1912.9,1912.95,701102,1615693020
1912.95,1912.95,1912.9,1912.9,80322,1615693080
1912.9,1917.05,1912.9,1917.05,2292618,1615693140
1917.05,1918.2,1915.95,1916,2156308,1615693200
1916,1917.1,1916,1916.95,756886,1615693260
1916.95,1916.95,1915.85,1915.95,274956,1615693320
1915.95,1919.4,1915.9,1918.6,857798,1615693380
1918.6,1918.6,1917.6,1918.3,1413210,1615693440
1918.3,1918.35,1917.75,1918.3,199634,1615693500
1918.3,1919.55,1918.3,1919,1067452,1615693560
1919,1919,1916.1,1916.4,934340,1615693620
1916.4,1917.7,1916.4,1917.35,433470,1615693680
1917.35,1917.35,1916.55,1916.95,735558,1615693740
1916.95,1917,1916.55,1916.55,134423,1615693800
1916.55,1917,1915,1916.1,503654,1615693860
1916.1,1916.15,1915.95,1916,229971,1615693920
1916,1916,1915.15,1915.2,90212,1615693980
1915.2,1915.2,1915,1915,63548,1615694040
1915,1915.05,1915,1915.05,44271,1615694100
1915.05,1915.05,1913.2,1913.25,377834,1615694160
1913.25,1913.25,1911.15,1911.2,626630,1615694220
1911.2,1913.25,1911.15,1913.25,485509,1615694280
1913.25,1913.25,1912,1912,1349509,1615694340
1912,1912.5,1911.75,1911.75,364190,1615694400
1911.75,1911.75,1908.3,1908.3,5288349,1615694460
1908.3,1910.5,1908.25,1909.85,321684,1615694520
1909.85,1909.85,1906.65,1906.7,1628884,1615694580
1906.7,1906.7,1904.25,1904.25,2629250,1615694640
1904.25,1904.45,1903.55,1903.55,1179308,1615694700
1903.55,1903.6,1901.95,1902.25,1564776,1615694760
1902.25,1902.5,1902,1902.5,736476,1615694820
1902.5,1902.5,1900,1900,1633217,1615694880
1900,1900.4,1898,1898.05,8215929,1615694940
1898.05,1899.15,1898.05,1899.15,1166845,1615695000
1899.15,1899.15,1898.2,1898.2,1408561,1615695060
1898.2,1898.7,1898.15,1898.7,342911,1615695120
1898.7,1898.7,1898.65,1898.7,208254,1615695180
1898.7,1899.05,1898.65,1899.05,457355,1615695240
1899.05,1899.85,1899,1899.7,1221626,1615695300
1899.7,1902.3,1899.65,1902.3,5213760,1615695360
1902.3,1902.3,1902.2,1902.25,774969,1615695420
1902.25,1904.4,1902.25,1904.4,741349,1615695480
1904.4,1904.4,1904.35,1904.35,228546,1615695540
1904.35,1904.7,1904.35,1904.55,487199,1615695600
1904.55,1904.55,1899.65,1902.7,2573835,1615695660
1902.7,1902.7,1900.2,1902.45,3298485,1615695720
1902.45,1902.7,1902.4,1902.7,97369,1615695780
1902.7,1905.25,1902.65,1904.25,4137246,1615695840
1904.25,1905.5,1904.2,1905.5,1802319,1615695900
1905.5,1905.5,1903.25,1904.7,570276,1615695960
1904.7,1905.95,1904.7,1905.95,104035,1615696020
1905.95,1906.2,1905.85,1906,191247,1615696080
1906,1906.75,1906,1906.7,563531,1615696140
1906.7,1907,1906.7,1906.95,733206,1615696200
1906.95,1907.8,1906.95,1907.75,1322676,1615696260
1907.75,1907.8,1906.2,1906.2,875972,1615696320
1906.2,1906.25,1905.1,1906.2,316266,1615696380
1906.2,1907.3,1905.75,1906.85,95511,1615696440
1906.85,1906.85,1906.15,1906.2,262501,1615696500
